GEO_ID_long,GEO_ID,STATEFIP,COUNTYFIP,CountyNAME,TotalPopulation_2010,Hispanic_2010,NonHispanic_2010,PopulationofOneRace_2010,Whitealone_2010,Blackalon_2010,AIANalone_2010,Asianalone_2010,NativeHawaiianPIalone_2010,SomeOtherRace_2010,Mixed_2010,DiversityIndex2010,GEOID,NAME,TotalPopulation_2020,Hispanic_2020,NonHispanic_2020,PopulationofOneRace_2020,Whitealone_2020,Blackalon_2020,AIANalone_2020,Asianalone_2020,NativeHawaiianPIalone_2020,SomeOtherRace_2020,Mixed_2020,DiversityIndex2020,ChangeDiversityIndex,RateChangeDiversityIndex,ChangeDiversityIndexPercent,RateChangeDiversityIndexPercent
0500000US17045,17045,17,45,"Edgar County, Illinois",18576,187,18389,18266,18142,63,23,33,3,2,123,0.046,0500000US17045,Edgar County,16866,225,16641,16188,16005,82,17,51,0,33,453,0.099,0.053,1.142,5.3%,114.2%
0500000US17047,17047,17,47,"Edwards County, Illinois",6721,59,6662,6615,6555,30,8,21,0,1,47,0.049,0500000US17047,Edwards County,6245,63,6182,6054,5994,16,8,21,4,11,128,0.078,0.030,0.609,3.0%,60.9%
0500000US17049,17049,17,49,"Effingham County, Illinois",34242,597,33645,33422,33155,76,24,147,7,13,223,0.062,0500000US17049,Effingham County,34668,872,33796,32845,32361,151,36,246,6,45,951,0.127,0.065,1.048,6.5%,104.8%
0500000US17051,17051,17,51,"Fayette County, Illinois",22140,304,21836,21644,20585,969,33,47,4,6,192,0.133,0500000US17051,Fayette County,21488,657,20831,20384,19425,780,80,67,1,31,447,0.180,0.047,0.350,4.7%,35.0%
0500000US17053,17053,17,53,"Ford County, Illinois",14081,294,13787,13677,13520,78,32,36,0,11,110,0.078,0500000US17053,Ford County,13534,554,12980,12463,12265,75,24,57,0,42,517,0.176,0.098,1.263,9.8%,126.3%
0500000US17055,17055,17,55,"Franklin County, Illinois",39561,475,39086,38701,38353,118,92,122,3,13,385,0.060,0500000US17055,Franklin County,37804,642,37162,35650,35210,162,92,119,4,63,1512,0.131,0.071,1.181,7.1%,118.1%
0500000US17057,17057,17,57,"Fulton County, Illinois",37069,896,36173,35874,34397,1268,82,111,2,14,299,0.137,0500000US17057,Fulton County,33609,738,32871,31929,30616,1102,59,69,6,77,942,0.168,0.031,0.224,3.1%,22.4%
0500000US17059,17059,17,59,"Gallatin County, Illinois",5589,66,5523,5459,5427,12,14,5,0,1,64,0.057,0500000US17059,Gallatin County,4946,53,4893,4739,4683,25,5,23,0,3,154,0.102,0.046,0.801,4.6%,80.1%
0500000US17061,17061,17,61,"Greene County, Illinois",13886,115,13771,13678,13517,119,20,16,2,4,93,0.052,0500000US17061,Greene County,11985,106,11879,11529,11451,18,13,21,3,23,350,0.086,0.034,0.649,3.4%,64.9%
0500000US17063,17063,17,63,"Grundy County, Illinois",50063,4096,45967,45526,44526,577,68,318,12,25,441,0.202,0500000US17063,Grundy County,52533,5712,46821,44957,43472,833,48,466,16,122,1864,0.302,0.100,0.494,10.0%,49.4%
0500000US17065,17065,17,65,"Hamilton County, Illinois",8457,105,8352,8294,8234,31,10,19,0,0,58,0.052,0500000US17065,Hamilton County,7993,96,7897,7639,7574,36,16,12,0,1,258,0.101,0.049,0.947,4.9%,94.7%
0500000US17067,17067,17,67,"Hancock County, Illinois",19104,185,18919,18764,18611,51,34,45,11,12,155,0.051,0500000US17067,Hancock County,17620,318,17302,16800,16599,73,38,57,4,29,502,0.111,0.061,1.193,6.1%,119.3%
0500000US17069,17069,17,69,"Hardin County, Illinois",4320,56,4264,4237,4171,13,26,22,5,0,27,0.068,0500000US17069,Hardin County,3649,65,3584,3408,3374,11,0,17,2,4,176,0.142,0.075,1.109,7.5%,110.9%
0500000US17071,17071,17,71,"Henderson County, Illinois",7331,79,7252,7186,7133,15,15,15,5,3,66,0.053,0500000US17071,Henderson County,6387,112,6275,6113,6060,29,5,14,5,0,162,0.099,0.046,0.861,4.6%,86.1%
0500000US17073,17073,17,73,"Henry County, Illinois",50486,2402,48084,47523,46493,762,60,183,13,12,561,0.149,0500000US17073,Henry County,49284,3170,46114,44484,43094,1029,63,192,12,94,1630,0.230,0.080,0.539,8.0%,53.9%
0500000US17075,17075,17,75,"Iroquois County, Illinois",29718,1584,28134,27849,27467,233,42,102,1,4,285,0.143,0500000US17075,Iroquois County,27077,2085,24992,23999,23602,212,38,99,0,48,993,0.233,0.090,0.631,9.0%,63.1%
0500000US17077,17077,17,77,"Jackson County, Illinois",60218,2403,57815,56439,45746,8488,176,1890,28,111,1376,0.400,0500000US17077,Jackson County,52974,2837,50137,47441,37513,7503,114,2048,24,239,2696,0.471,0.072,0.179,7.2%,17.9%
0500000US17079,17079,17,79,"Jasper County, Illinois",9698,79,9619,9566,9517,10,12,24,2,1,53,0.037,0500000US17079,Jasper County,9287,84,9203,9013,8934,22,19,15,4,19,190,0.074,0.037,1.008,3.7%,100.8%
0500000US17081,17081,17,81,"Jefferson County, Illinois",38827,799,38028,37479,33919,3194,69,246,7,44,549,0.229,0500000US17081,Jefferson County,37113,899,36214,34469,31182,2783,77,352,7,68,1745,0.286,0.056,0.245,5.6%,24.5%
0500000US17083,17083,17,83,"Jersey County, Illinois",22985,222,22763,22515,22281,89,52,76,6,11,248,0.060,0500000US17083,Jersey County,21512,327,21185,20391,20105,156,21,74,3,32,794,0.125,0.065,1.078,6.5%,107.8%
0500000US17085,17085,17,85,"Jo Daviess County, Illinois",22678,609,22069,21895,21681,100,29,72,7,6,174,0.085,0500000US17085,Jo Daviess County,22035,856,21179,20653,20354,114,31,96,6,52,526,0.145,0.059,0.698,5.9%,69.8%
0500000US17087,17087,17,87,"Johnson County, Illinois",12582,376,12206,12105,11056,1004,19,21,1,4,101,0.221,0500000US17087,Johnson County,13308,552,12756,12368,10895,1419,20,18,4,12,388,0.316,0.095,0.432,9.5%,43.2%
0500000US17089,17089,17,89,"Kane County, Illinois",515269,158390,356879,350618,304051,27819,591,17505,130,522,6261,0.553,0500000US17089,Kane County,516522,169595,346927,331887,282307,26239,514,21191,115,1521,15040,0.588,0.035,0.064,3.5%,6.4%
0500000US17091,17091,17,91,"Kankakee County, Illinois",113449,10167,103282,101568,83218,16998,187,1030,32,103,1714,0.431,0500000US17091,Kankakee County,107502,12520,94982,90635,73591,15417,173,1069,13,372,4347,0.496,0.064,0.149,6.4%,14.9%
0500000US17093,17093,17,93,"Kendall County, Illinois",114736,17898,96838,95150,85156,6343,129,3403,28,91,1688,0.421,0500000US17093,Kendall County,131869,27127,104742,99622,84690,9693,117,4625,10,487,5120,0.537,0.116,0.277,11.6%,27.7%
0500000US17095,17095,17,95,"Knox County, Illinois",52919,2558,50361,49330,45132,3741,75,331,7,44,1031,0.265,0500000US17095,Knox County,49967,3051,46916,44622,39615,4354,73,361,12,207,2294,0.358,0.093,0.351,9.3%,35.1%
0500000US17097,17097,17,97,"Lake County, Illinois",703462,139987,563475,552477,458701,46989,1058,43954,228,1547,10998,0.527,0500000US17097,Lake County,714342,171962,542380,518975,408349,47240,909,58901,312,3264,23405,0.603,0.076,0.145,7.6%,14.5%
0500000US17099,17099,17,99,"LaSalle County, Illinois",113924,9135,104789,103661,100545,2104,200,755,13,44,1128,0.214,0500000US17099,LaSalle County,109658,11456,98202,94272,90445,2514,153,855,8,297,3930,0.307,0.093,0.433,9.3%,43.3%
0500000US17101,17101,17,101,"Lawrence County, Illinois",16833,553,16280,16151,14491,1583,30,38,1,8,129,0.249,0500000US17101,Lawrence County,15280,514,14766,14276,12777,1393,12,58,7,29,490,0.290,0.041,0.166,4.1%,16.6%
0500000US17103,17103,17,103,"Lee County, Illinois",36031,1802,34229,33859,31824,1709,51,244,6,25,370,0.215,0500000US17103,Lee County,34145,2324,31821,30649,28435,1831,30,248,10,95,1172,0.298,0.083,0.385,8.3%,38.5%
0500000US17105,17105,17,105,"Livingston County, Illinois",38950,1532,37418,37068,34903,1887,51,197,1,29,350,0.193,0500000US17105,Livingston County,35815,1859,33956,32898,31518,1081,38,171,1,89,1058,0.221,0.028,0.145,2.8%,14.5%
0500000US17107,17107,17,107,"Logan County, Illinois",30305,893,29412,29084,26586,2243,54,184,5,12,328,0.224,0500000US17107,Logan County,27987,818,27169,26249,24452,1494,48,178,1,76,920,0.232,0.008,0.036,0.8%,3.6%
0500000US17109,17109,17,109,"McDonough County, Illinois",32612,867,31745,31226,28979,1594,52,572,2,27,519,0.207,0500000US17109,McDonough County,27238,962,26276,25246,23062,1498,47,560,6,73,1030,0.277,0.070,0.340,7.0%,34.0%
0500000US17111,17111,17,111,"McHenry County, Illinois",308760,35249,273511,270074,258584,3045,455,7712,68,210,3437,0.285,0500000US17111,McHenry County,310229,46705,263524,252643,238659,4073,325,8669,45,872,10881,0.383,0.099,0.346,9.9%,34.6%
0500000US17113,17113,17,113,"McLean County, Illinois",169572,7434,162138,158802,138835,12246,290,7180,48,203,3336,0.320,0500000US17113,McLean County,170954,10524,160430,153161,129440,14699,258,8108,38,618,7269,0.411,0.091,0.284,9.1%,28.4%
0500000US17115,17115,17,115,"Macon County, Illinois",110768,2072,108696,106215,86822,17916,199,1107,26,145,2481,0.359,0500000US17115,Macon County,103998,2733,101265,96139,75117,18886,178,1512,31,415,5126,0.442,0.083,0.233,8.3%,23.3%
0500000US17117,17117,17,117,"Macoupin County, Illinois",47765,418,47347,46953,46315,359,110,129,8,32,394,0.060,0500000US17117,Macoupin County,44967,570,44397,42560,41850,368,109,179,0,54,1837,0.132,0.072,1.214,7.2%,121.4%
0500000US17119,17119,17,119,"Madison County, Illinois",269282,7313,261969,257646,233515,21066,556,2211,92,206,4323,0.241,0500000US17119,Madison County,265859,10797,255062,242658,213793,24671,559,2718,92,825,12404,0.341,0.100,0.415,10.0%,41.5%
0500000US17121,17121,17,121,"Marion County, Illinois",39437,542,38895,38341,36456,1536,105,224,9,11,554,0.144,0500000US17121,Marion County,37729,712,37017,35200,33150,1509,94,349,1,97,1817,0.224,0.080,0.558,8.0%,55.8%
0500000US17123,17123,17,123,"Marshall County, Illinois",12640,314,12326,12237,12128,44,17,43,2,3,89,0.079,0500000US17123,Marshall County,11742,323,11419,11030,10858,86,18,43,0,25,389,0.143,0.064,0.817,6.4%,81.7%
0500000US17125,17125,17,125,"Mason County, Illinois",14666,117,14549,14423,14296,53,31,40,0,3,126,0.050,0500000US17125,Mason County,13086,184,12902,12450,12339,49,24,26,1,11,452,0.109,0.060,1.205,6.0%,120.5%
0500000US17127,17127,17,127,"Massac County, Illinois",15429,290,15139,14863,13860,891,59,41,0,12,276,0.189,0500000US17127,Massac County,14169,333,13836,13097,12077,875,35,43,6,61,739,0.266,0.077,0.409,7.7%,40.9%
0500000US17129,17129,17,129,"Menard County, Illinois",12705,121,12584,12455,12320,74,27,29,1,4,129,0.059,0500000US17129,Menard County,12297,160,12137,11676,11502,80,18,49,2,25,461,0.123,0.064,1.077,6.4%,107.7%
0500000US17131,17131,17,131,"Mercer County, Illinois",16434,307,16127,16031,15912,46,15,51,1,6,96,0.062,0500000US17131,Mercer County,15699,468,15231,14728,14578,68,26,37,2,17,503,0.136,0.074,1.186,7.4%,118.6%
0500000US17133,17133,17,133,"Monroe County, Illinois",32957,450,32507,32268,31991,64,57,142,6,8,239,0.057,0500000US17133,Monroe County,34962,646,34316,33105,32680,118,53,186,2,66,1211,0.125,0.067,1.169,6.7%,116.9%
0500000US17135,17135,17,135,"Montgomery County, Illinois",30104,459,29645,29460,28334,949,45,111,11,10,185,0.113,0500000US17135,Montgomery County,28288,587,27701,26838,25709,916,49,131,7,26,863,0.172,0.059,0.520,5.9%,52.0%
0500000US17137,17137,17,137,"Morgan County, Illinois",35547,712,34835,34319,31937,2104,67,163,6,42,516,0.189,0500000US17137,Morgan County,32915,838,32077,30870,28489,1961,54,266,16,84,1207,0.245,0.057,0.300,5.7%,30.0%
0500000US17139,17139,17,139,"Moultrie County, Illinois",14846,129,14717,14634,14524,40,28,29,0,13,83,0.043,0500000US17139,Moultrie County,14526,194,14332,13931,13747,84,26,49,0,25,401,0.103,0.061,1.416,6.1%,141.6%
0500000US17141,17141,17,141,"Ogle County, Illinois",53497,4741,48756,48249,47425,468,91,241,5,19,507,0.206,0500000US17141,Ogle County,51788,5797,45991,44098,43120,543,72,259,0,104,1893,0.293,0.087,0.420,8.7%,42.0%
0500000US17143,17143,17,143,"Peoria County, Illinois",186494,7102,179392,174905,135620,32720,373,5819,59,314,4487,0.437,0500000US17143,Peoria County,181830,10091,171739,163180,120629,33635,342,7730,61,783,8559,0.519,0.081,0.186,8.1%,18.6%
0500000US17145,17145,17,145,"Perry County, Illinois",22350,599,21751,21473,19463,1856,43,87,8,16,278,0.234,0500000US17145,Perry County,20945,714,20231,19626,17779,1653,34,125,1,34,605,0.271,0.037,0.160,3.7%,16.0%
0500000US17147,17147,17,147,"Piatt County, Illinois",16729,167,16562,16427,16276,56,28,49,6,12,135,0.053,0500000US17147,Piatt County,16673,247,16426,15838,15600,83,23,80,1,51,588,0.123,0.070,1.311,7.0%,131.1%
0500000US17149,17149,17,149,"Pike County, Illinois",16430,172,16258,16146,15802,274,24,38,4,4,112,0.075,0500000US17149,Pike County,14739,262,14477,14039,13874,63,33,43,6,20,438,0.113,0.038,0.512,3.8%,51.2%
0500000US17151,17151,17,151,"Pope County, Illinois",4470,64,4406,4367,4055,269,28,11,1,3,39,0.173,0500000US17151,Pope County,3763,71,3692,3546,3491,38,1,16,0,0,146,0.137,-0.036,-0.207,-3.6%,-20.7%
0500000US17153,17153,17,153,"Pulaski County, Illinois",6161,97,6064,5968,3937,1976,25,13,3,14,96,0.488,0500000US17153,Pulaski County,5193,204,4989,4770,3245,1462,36,13,0,14,219,0.527,0.039,0.079,3.9%,7.9%
0500000US17155,17155,17,155,"Putnam County, Illinois",6006,252,5754,5705,5654,31,5,13,1,1,49,0.112,0500000US17155,Putnam County,5637,348,5289,5136,5073,26,7,18,4,8,153,0.186,0.074,0.658,7.4%,65.8%
0500000US17157,17157,17,157,"Randolph County, Illinois",33476,867,32609,32347,28933,3245,43,102,9,15,262,0.243,0500000US17157,Randolph County,30163,1031,29132,28054,25460,2381,48,86,7,72,1078,0.279,0.036,0.148,3.6%,14.8%
0500000US17159,17159,17,159,"Richland County, Illinois",16233,205,16028,15898,15673,78,25,117,1,4,130,0.068,0500000US17159,Richland County,15813,273,15540,15068,14813,75,28,123,7,22,472,0.121,0.054,0.795,5.4%,79.5%
0500000US17161,17161,17,161,"Rock Island County, Illinois",147546,17118,130428,127520,111764,12911,283,2383,44,135,2908,0.404,0500000US17161,Rock Island County,144672,19842,124830,118648,97689,16169,240,4033,35,482,6182,0.510,0.106,0.261,10.6%,26.1%
0500000US17163,17163,17,163,"St. Clair County, Illinois",270056,8785,261271,256044,169858,81860,539,3213,213,361,5227,0.511,0500000US17163,St. Clair County,257400,12582,244818,231955,150496,76013,490,3623,181,1152,12863,0.566,0.055,0.107,5.5%,10.7%
0500000US17165,17165,17,165,"Saline County, Illinois",24913,340,24573,24188,23011,974,84,100,9,10,385,0.145,0500000US17165,Saline County,23768,473,23295,22286,21309,692,69,122,0,94,1009,0.193,0.048,0.333,4.8%,33.3%
0500000US17167,17167,17,167,"Sangamon County, Illinois",197465,3480,193985,190026,162987,23146,343,3198,44,308,3959,0.304,0500000US17167,Sangamon County,196343,5309,191034,181584,150467,25686,349,4300,55,727,9450,0.392,0.088,0.290,8.8%,29.0%
0500000US17169,17169,17,169,"Schuyler County, Illinois",7544,90,7454,7426,7163,240,12,9,0,2,28,0.097,0500000US17169,Schuyler County,6902,152,6750,6512,6157,283,28,25,2,17,238,0.201,0.104,1.064,10.4%,106.4%
0500000US17171,17171,17,171,"Scott County, Illinois",5355,43,5312,5274,5246,5,9,12,0,2,38,0.040,0500000US17171,Scott County,4949,48,4901,4770,4747,5,1,11,1,5,131,0.079,0.039,0.971,3.9%,97.1%
0500000US17173,17173,17,173,"Shelby County, Illinois",22363,180,22183,22074,21922,48,39,56,5,4,109,0.039,0500000US17173,Shelby County,20990,213,20777,20340,20116,65,35,83,1,40,437,0.081,0.042,1.079,4.2%,107.9%
0500000US17175,17175,17,175,"Stark County, Illinois",5994,59,5935,5883,5826,28,9,19,0,1,52,0.055,0500000US17175,Stark County,5400,132,5268,5123,5070,17,8,23,0,5,145,0.117,0.062,1.127,6.2%,112.7%
0500000US17177,17177,17,177,"Stephenson County, Illinois",47711,1406,46305,45258,40612,4226,68,295,13,44,1047,0.266,0500000US17177,Stephenson County,44630,2254,42376,40331,35405,4374,80,306,11,155,2045,0.356,0.090,0.339,9.0%,33.9%
0500000US17179,17179,17,179,"Tazewell County, Illinois",135394,2514,132880,131425,128625,1351,307,990,30,122,1455,0.097,0500000US17179,Tazewell County,131343,3161,128182,123235,119882,1629,279,1080,41,324,4947,0.165,0.068,0.700,6.8%,70.0%
0500000US17181,17181,17,181,"Union County, Illinois",17808,863,16945,16729,16454,151,59,52,5,8,216,0.144,0500000US17181,Union County,17244,867,16377,15709,15331,226,46,67,11,28,668,0.205,0.062,0.429,6.2%,42.9%
0500000US17183,17183,17,183,"Vermilion County, Illinois",81625,3441,78184,76745,65590,10394,138,559,12,52,1439,0.336,0500000US17183,Vermilion County,74188,3816,70372,67400,56186,10247,140,568,10,249,2972,0.403,0.067,0.200,6.7%,20.0%
0500000US17185,17185,17,185,"Wabash County, Illinois",11947,158,11789,11666,11498,73,17,63,5,10,123,0.073,0500000US17185,Wabash County,11361,178,11183,10860,10520,53,15,251,6,15,323,0.141,0.068,0.921,6.8%,92.1%
0500000US17187,17187,17,187,"Warren County, Illinois",17707,1490,16217,16012,15582,287,32,93,9,9,205,0.218,0500000US17187,Warren County,16835,1789,15046,14492,13494,577,31,329,15,46,554,0.344,0.125,0.575,12.5%,57.5%
0500000US17189,17189,17,189,"Washington County, Illinois",14716,197,14519,14415,14260,94,13,41,4,3,104,0.061,0500000US17189,Washington County,13761,224,13537,13186,12976,85,25,65,20,15,351,0.110,0.049,0.809,4.9%,80.9%
0500000US17191,17191,17,191,"Wayne County, Illinois",16760,176,16584,16479,16340,40,26,70,1,2,105,0.049,0500000US17191,Wayne County,16179,182,15997,15599,15400,90,26,49,5,29,398,0.093,0.044,0.890,4.4%,89.0%
0500000US17193,17193,17,193,"White County, Illinois",14665,158,14507,14423,14308,37,40,31,5,2,84,0.048,0500000US17193,White County,13877,188,13689,13218,13007,91,22,65,18,15,471,0.120,0.072,1.505,7.2%,150.5%
0500000US17195,17195,17,195,"Whiteside County, Illinois",58498,6455,52043,51364,50263,705,90,269,2,35,679,0.249,0500000US17195,Whiteside County,55691,7131,48560,46606,45341,741,60,306,9,149,1954,0.319,0.070,0.281,7.0%,28.1%
0500000US17197,17197,17,197,"Will County, Illinois",677560,105817,571743,562123,455577,74419,814,30458,104,751,9620,0.509,0500000US17197,Will County,696355,130851,565504,542988,418418,79256,711,42416,82,2105,22516,0.586,0.077,0.151,7.7%,15.1%
0500000US17199,17199,17,199,"Williamson County, Illinois",66357,1301,65056,64060,60719,2514,206,557,8,56,996,0.161,0500000US17199,Williamson County,67153,1779,65374,62219,58193,2809,230,771,9,207,3155,0.244,0.084,0.521,8.4%,52.1%
0500000US17201,17201,17,201,"Winnebago County, Illinois",295266,32177,263089,257219,214196,35358,563,6722,61,319,5870,0.447,0500000US17201,Winnebago County,285350,40952,244398,231137,183235,38240,559,7938,66,1099,13261,0.546,0.100,0.223,10.0%,22.3%
0500000US17203,17203,17,203,"Woodford County, Illinois",38664,527,38137,37771,37294,186,65,208,5,13,366,0.069,0500000US17203,Woodford County,38467,740,37727,36471,35844,269,42,217,10,89,1256,0.130,0.061,0.879,6.1%,87.9%
0500000US18001,18001,18,1,"Adams County, Indiana",34387,1412,32975,32783,32521,102,60,78,7,15,192,0.104,0500000US18001,Adams County,35809,1637,34172,33520,33080,171,80,135,4,50,652,0.144,0.040,0.388,4.0%,38.8%
0500000US18003,18003,18,3,"Allen County, Indiana",355329,23093,332236,324161,271789,40998,987,9611,119,657,8075,0.396,0500000US18003,Allen County,385410,32923,352487,334930,270149,43629,883,18191,138,1940,17557,0.484,0.088,0.222,8.8%,22.2%
0500000US18005,18005,18,5,"Bartholomew County, Indiana",76794,4762,72032,71080,66817,1360,145,2622,37,99,952,0.237,0500000US18005,Bartholomew County,82208,7257,74951,72013,64395,1768,132,5383,45,290,2938,0.373,0.135,0.569,13.5%,56.9%
0500000US18007,18007,18,7,"Benton County, Indiana",8854,431,8423,8365,8298,36,11,15,3,2,58,0.119,0500000US18007,Benton County,8719,629,8090,7896,7789,44,15,13,7,28,194,0.196,0.077,0.646,7.7%,64.6%
0500000US18009,18009,18,9,"Blackford County, Indiana",12766,117,12649,12505,12403,48,22,19,4,9,144,0.056,0500000US18009,Blackford County,12112,252,11860,11424,11278,54,38,24,0,30,436,0.131,0.075,1.350,7.5%,135.0%
0500000US18011,18011,18,11,"Boone County, Indiana",56640,1270,55370,54712,53151,484,91,941,10,35,658,0.118,0500000US18011,Boone County,70812,2775,68037,65338,61135,1426,128,2389,19,241,2699,0.250,0.132,1.112,13.2%,111.2%
0500000US18013,18013,18,13,"Brown County, Indiana",15242,178,15064,14918,14761,53,47,44,1,12,146,0.062,0500000US18013,Brown County,15475,270,15205,14666,14463,55,30,65,5,48,539,0.125,0.063,1.020,6.3%,102.0%
0500000US18015,18015,18,15,"Carroll County, Indiana",20155,711,19444,19297,19188,42,33,20,1,13,147,0.092,0500000US18015,Carroll County,20306,823,19483,18993,18727,128,33,48,0,57,490,0.147,0.055,0.594,5.5%,59.4%
0500000US18017,18017,18,17,"Cass County, Indiana",38966,4897,34069,33701,32624,519,100,407,3,48,368,0.283,0500000US18017,Cass County,37870,6675,31195,30070,28744,560,109,573,8,76,1125,0.391,0.109,0.384,10.9%,38.4%
0500000US18019,18019,18,19,"Clark County, Indiana",110232,5350,104882,102782,93887,7541,255,858,43,198,2100,0.267,0500000US18019,Clark County,121093,7891,113202,106840,95403,9265,249,1305,127,491,6362,0.366,0.099,0.371,9.9%,37.1%
0500000US18021,18021,18,21,"Clay County, Indiana",26890,307,26583,26366,26146,85,57,60,8,10,217,0.054,0500000US18021,Clay County,26466,460,26006,25196,24880,129,43,91,6,47,810,0.115,0.061,1.115,6.1%,111.5%
0500000US18023,18023,18,23,"Clinton County, Indiana",33224,4395,28829,28624,28349,138,44,65,3,25,205,0.254,0500000US18023,Clinton County,33190,6142,27048,26195,25808,196,62,70,13,46,853,0.360,0.106,0.417,10.6%,41.7%
0500000US18025,18025,18,25,"Crawford County, Indiana",10713,126,10587,10484,10390,21,40,20,9,4,103,0.059,0500000US18025,Crawford County,10526,121,10405,10064,9989,26,23,17,1,8,341,0.098,0.039,0.661,3.9%,66.1%
0500000US18027,18027,18,27,"Daviess County, Indiana",31648,1314,30334,30105,29696,165,62,161,6,15,229,0.118,0500000US18027,Daviess County,33381,2103,31278,30581,29708,619,38,132,8,76,697,0.203,0.085,0.726,8.5%,72.6%
0500000US18029,18029,18,29,"Dearborn County, Indiana",50047,502,49545,49117,48486,291,79,187,24,50,428,0.061,0500000US18029,Dearborn County,50679,724,49955,48059,47319,292,66,211,9,162,1896,0.127,0.065,1.068,6.5%,106.8%
0500000US18031,18031,18,31,"Decatur County, Indiana",25740,426,25314,25118,24796,76,36,178,7,25,196,0.072,0500000US18031,Decatur County,26472,614,25858,25095,24769,90,35,154,8,39,763,0.123,0.051,0.719,5.1%,71.9%
0500000US18033,18033,18,33,"DeKalb County, Indiana",42223,1031,41192,40853,40406,141,84,186,17,19,339,0.084,0500000US18033,DeKalb County,43265,1185,42080,40825,40232,183,67,225,39,79,1255,0.134,0.050,0.600,5.0%,60.0%
0500000US18035,18035,18,35,"Delaware County, Indiana",117671,2088,115583,113400,103721,8051,255,1128,56,189,2183,0.218,0500000US18035,Delaware County,111903,3533,108370,103555,93333,8141,218,1388,58,417,4815,0.296,0.078,0.360,7.8%,36.0%
0500000US18037,18037,18,37,"Dubois County, Indiana",41889,2521,39368,39164,38791,109,51,189,5,19,204,0.139,0500000US18037,Dubois County,43637,4146,39491,38723,38137,190,55,247,5,89,768,0.227,0.088,0.634,8.8%,63.4%
0500000US18039,18039,18,39,"Elkhart County, Indiana",197559,27886,169673,166200,152555,10989,434,1879,60,283,3473,0.380,0500000US18039,Elkhart County,207047,39594,167453,159469,145039,11051,373,2236,54,716,7984,0.468,0.088,0.231,8.8%,23.1%
0500000US18041,18041,18,41,"Fayette County, Indiana",24277,223,24054,23834,23392,318,30,79,0,15,220,0.071,0500000US18041,Fayette County,23398,273,23125,22429,22014,275,32,58,2,48,696,0.114,0.042,0.595,4.2%,59.5%
0500000US18043,18043,18,43,"Floyd County, Indiana",74578,1972,72606,71285,66505,3822,146,694,16,102,1321,0.201,0500000US18043,Floyd County,80484,3082,77402,73655,67970,4276,169,973,21,246,3747,0.280,0.079,0.394,7.9%,39.4%
0500000US18045,18045,18,45,"Fountain County, Indiana",17240,373,16867,16715,16598,26,48,35,1,7,152,0.073,0500000US18045,Fountain County,16479,412,16067,15515,15349,56,38,43,6,23,552,0.131,0.058,0.802,5.8%,80.2%
0500000US18047,18047,18,47,"Franklin County, Indiana",23087,210,22877,22723,22600,34,27,55,2,5,154,0.042,0500000US18047,Franklin County,22785,219,22566,21962,21790,23,25,91,1,32,604,0.085,0.043,1.034,4.3%,103.4%
0500000US18049,18049,18,49,"Fulton County, Indiana",20836,882,19954,19769,19438,144,73,101,5,8,185,0.128,0500000US18049,Fulton County,20480,1068,19412,18776,18452,141,64,76,0,43,636,0.184,0.057,0.444,5.7%,44.4%
0500000US18051,18051,18,51,"Gibson County, Indiana",33503,441,33062,32588,31752,589,59,155,2,31,474,0.101,0500000US18051,Gibson County,33011,680,32331,31202,30159,637,61,214,16,115,1129,0.163,0.062,0.615,6.2%,61.5%
0500000US18053,18053,18,53,"Grant County, Indiana",70061,2517,67544,66166,60633,4805,218,408,14,88,1378,0.245,0500000US18053,Grant County,66674,3412,63262,60009,54500,4566,157,524,22,240,3253,0.322,0.077,0.317,7.7%,31.7%
0500000US18055,18055,18,55,"Greene County, Indiana",33165,322,32843,32593,32343,49,82,96,4,19,250,0.049,0500000US18055,Greene County,30803,551,30252,29315,29035,53,68,104,4,51,937,0.110,0.061,1.259,6.1%,125.9%
0500000US18057,18057,18,57,"Hamilton County, Indiana",274569,9426,265143,260934,237317,9395,437,13122,72,591,4209,0.248,0500000US18057,Hamilton County,347467,18106,329361,315337,275185,14674,402,23459,134,1483,14024,0.362,0.114,0.460,11.4%,46.0%
0500000US18059,18059,18,59,"Hancock County, Indiana",70002,1216,68786,68040,65859,1420,136,554,14,57,746,0.114,0500000US18059,Hancock County,79840,2202,77638,74568,71106,2346,121,734,42,219,3070,0.204,0.090,0.787,9.0%,78.7%
0500000US18061,18061,18,61,"Harrison County, Indiana",39364,581,38783,38426,37984,167,84,153,9,29,357,0.069,0500000US18061,Harrison County,39654,928,38726,37292,36702,185,92,189,17,107,1434,0.141,0.073,1.063,7.3%,106.3%
0500000US18063,18063,18,63,"Hendricks County, Indiana",145448,4379,141069,139107,128664,6988,231,2984,47,193,1962,0.214,0500000US18063,Hendricks County,174788,8056,166732,159450,139374,13350,264,5667,66,729,7282,0.353,0.140,0.654,14.0%,65.4%
0500000US18065,18065,18,65,"Henry County, Indiana",49462,691,48771,48253,46933,1064,63,154,5,34,518,0.099,0500000US18065,Henry County,48914,977,47937,46546,45105,1066,67,197,5,106,1391,0.148,0.049,0.497,4.9%,49.7%
0500000US18067,18067,18,67,"Howard County, Indiana",82752,2203,80549,78808,72091,5585,246,737,13,136,1741,0.235,0500000US18067,Howard County,83658,3060,80598,76447,68470,6416,209,1027,19,306,4151,0.320,0.085,0.361,8.5%,36.1%
