countyID,county_name,obs_adj,totobsadj,obs,totrawobs,county_name_census,ACS_count,ACS_share,FF_count,FF_share_500,FF_share_200,Add_FF_share_500,Add_FF_share_200,County,Number of Immigrants,Immigrant Share of Population,Immigrant Taxes Paid (in M$),Immigrant Spending Power (in M$),Number of Immigrant Entrepreneurs,Number of Eligible Immigrant Voters,Source,no_data
12105,Polk FL,"2,979","35,009","2,979",35009,"Polk County, Florida",1,1,1,1,1,-  ,-,Polk FL,65687,9.8%,357.70,1205.90,3860,28537,5-year 2018 American Community Survey,0
12107,Putnam FL,179,"4,008",243,5431,"Putnam County, Florida",1,1,1,1,1,-  ,-,Putnam FL,3330,4.4%,28.20,80.10,N/A,1680,5-year 2018 American Community Survey,0
12109,St. Johns FL,661,"9,892",840,13900,"St. Johns County, Florida",1,1,1,1,1,-  ,-,St. Johns FL,16249,7.0%,236.20,632.40,1389,10130,5-year 2018 American Community Survey,0
12111,St. Lucie FL,"1,466","10,228","1,466",10228,"St. Lucie County, Florida",1,1,1,1,1,-  ,-,St. Lucie FL,52892,17.3%,288.00,1018.40,4294,30259,5-year 2018 American Community Survey,0
12113,Santa Rosa FL,342,"7,458",342,7458,"Santa Rosa County, Florida",1,1,1,1,1,-  ,-,Santa Rosa FL,7811,4.6%,60.30,176.50,N/A,4531,5-year 2018 American Community Survey,0
12115,Sarasota FL,"2,413","21,254","2,413",21254,"Sarasota County, Florida",1,1,1,1,1,-  ,-,Sarasota FL,50403,12.2%,462.40,1322.10,4601,27017,5-year 2018 American Community Survey,0
12117,Seminole FL,"2,754","21,676","2,754",21676,"Seminole County, Florida",1,1,1,1,1,-  ,-,Seminole FL,59936,13.2%,533.00,1554.60,5190,34946,5-year 2018 American Community Survey,0
12119,Sumter FL,300,"4,705","1,069",14316,"Sumter County, Florida",1,1,1,1,1,-  ,-,Sumter FL,7919,7.0%,60.20,174.20,N/A,4769,5-year 2018 American Community Survey,0
12121,Suwannee FL,94,"2,158",241,5561,"Suwannee County, Florida",1,1,1,1,1,-  ,-,Suwannee FL,1753,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
12123,Taylor FL,51,"1,173",241,5561,"Taylor County, Florida",1,1,-  ,1,1,-  ,-,Taylor FL,953,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
12125,Union FL,33,950,393,11310,"Union County, Florida",-  ,1,-  ,-  ,1,-  ,-,Union FL,N/A,2.8%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
12127,Volusia FL,"1,977","26,999","2,516",32255,"Volusia County, Florida",1,1,1,1,1,-  ,-,Volusia FL,40944,7.8%,260.60,826.10,3152,22917,5-year 2018 American Community Survey,0
12129,Wakulla FL,74,"2,008",465,12552,"Wakulla County, Florida",1,1,-  ,1,1,-  ,-,Wakulla FL,1109,3.6%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
12131,Walton FL,164,"3,416",799,16665,"Walton County, Florida",1,1,1,1,1,-  ,-,Walton FL,3199,5.3%,21.60,65.20,N/A,1602,5-year 2018 American Community Survey,0
12133,Washington FL,74,"1,550",799,16665,"Washington County, Florida",1,1,-  ,1,1,-  ,-,Washington FL,1451,5.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13001,Appling GA,46,"1,115",401,9782,"Appling County, Georgia",-  ,1,-  ,1,1,-  ,-,Appling GA,N/A,3.9%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13003,Atkinson GA,19,448,386,8966,"Atkinson County, Georgia",-  ,-  ,1,1,1,1,1,Atkinson GA,1053,12.7%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13005,Bacon GA,25,592,386,8966,"Bacon County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Bacon GA,N/A,3.6%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13007,Baker GA,5,225,190,8040,"Baker County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13009,Baldwin GA,62,"2,346",245,9273,"Baldwin County, Georgia",1,1,1,1,1,-  ,-,Baldwin GA,1220,2.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13011,Banks GA,46,"1,097",340,8068,"Banks County, Georgia",-  ,1,-  ,1,1,-  ,-,Banks GA,N/A,5.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13013,Barrow GA,266,"4,689",499,8781,"Barrow County, Georgia",1,1,1,1,1,-  ,-,Barrow GA,4980,6.5%,24.30,79.40,N/A,2174,5-year 2018 American Community Survey,0
13015,Bartow GA,187,"4,493",187,4493,"Bartow County, Georgia",1,1,1,1,1,-  ,-,Bartow GA,5415,5.2%,35.80,100.20,N/A,1303,5-year 2018 American Community Survey,0
13017,Ben Hill GA,30,998,217,7282,"Ben Hill County, Georgia",-  ,1,-  ,1,1,-  ,-,Ben Hill GA,N/A,3.1%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13019,Berrien GA,33,"1,092",217,7282,"Berrien County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Berrien GA,N/A,2.5%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13021,Bibb GA,275,"8,173",275,8173,"Bibb County, Georgia",1,1,1,1,1,-  ,-,Bibb GA,4845,3.2%,42.80,107.70,N/A,2460,5-year 2018 American Community Survey,0
13023,Bleckley GA,15,898,163,9867,"Bleckley County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Bleckley GA,N/A,1.7%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13025,Brantley GA,42,977,386,8966,"Brantley County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Brantley GA,N/A,1.4%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13027,Brooks GA,27,918,217,7282,"Brooks County, Georgia",-  ,1,-  ,1,1,-  ,-,Brooks GA,N/A,3.8%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13029,Bryan GA,105,"1,783",374,6368,"Bryan County, Georgia",1,1,1,1,1,-  ,-,Bryan GA,1851,5.7%,N/A,N/A,N/A,908,5-year 2018 American Community Survey,0
13031,Bulloch GA,117,"4,015",228,7842,"Bulloch County, Georgia",1,1,1,1,1,-  ,-,Bulloch GA,2256,3.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13033,Burke GA,28,"1,591",157,8891,"Burke County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Burke GA,N/A,2.0%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13035,Butts GA,27,"1,213",175,7723,"Butts County, Georgia",-  ,1,-  ,1,1,-  ,-,Butts GA,N/A,3.0%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13037,Calhoun GA,10,442,190,8040,"Calhoun County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Calhoun GA,N/A,4.2%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13039,Camden GA,108,"2,408",308,6879,"Camden County, Georgia",1,1,1,1,1,-  ,-,Camden GA,2547,4.8%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13043,Candler GA,13,760,163,9867,"Candler County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Candler GA,N/A,4.5%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13045,Carroll GA,153,"4,828",153,4828,"Carroll County, Georgia",1,1,1,1,1,-  ,-,Carroll GA,4816,4.2%,24.00,75.30,N/A,N/A,5-year 2018 American Community Survey,0
13047,Catoosa GA,68,"3,231",186,8852,"Catoosa County, Georgia",1,1,1,1,1,-  ,-,Catoosa GA,1240,1.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13049,Charlton GA,28,646,386,8966,"Charlton County, Georgia",-  ,1,1,1,1,-  ,-,Charlton GA,N/A,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13051,Chatham GA,850,"14,494",850,14494,"Chatham County, Georgia",1,1,1,1,1,-  ,-,Chatham GA,17551,6.1%,145.40,393.20,1143,6570,5-year 2018 American Community Survey,0
13053,Chattahoochee GA,32,619,580,11057,"Chattahoochee County, Georgia",-  ,1,-  ,1,1,-  ,-,Chattahoochee GA,N/A,5.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13055,Chattooga GA,28,"1,310",186,8852,"Chattooga County, Georgia",-  ,1,-  ,1,1,-  ,-,Chattooga GA,N/A,1.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13057,Cherokee GA,700,"9,017",700,9017,"Cherokee County, Georgia",1,1,1,1,1,-  ,-,Cherokee GA,22006,9.1%,198.20,536.70,2392,8796,5-year 2018 American Community Survey,0
13059,Clarke GA,557,"6,425",557,6425,"Clarke County, Georgia",1,1,1,1,1,-  ,-,Clarke GA,11926,9.6%,71.10,211.00,N/A,3077,5-year 2018 American Community Survey,0
13061,Clay GA,7,197,343,10343,"Clay County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13063,Clayton GA,"1,592","11,195","1,592",11195,"Clayton County, Georgia",1,1,1,1,1,-  ,-,Clayton GA,37252,13.4%,217.80,703.70,2824,16086,5-year 2018 American Community Survey,0
13065,Clinch GA,15,359,386,8966,"Clinch County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13067,Cobb GA,"4,503","33,379","4,503",33379,"Cobb County, Georgia",1,1,1,1,1,-  ,-,Cobb GA,117131,15.7%,1203.80,3145.70,11874,49340,5-year 2018 American Community Survey,0
13069,Coffee GA,97,"2,259",386,8966,"Coffee County, Georgia",1,1,1,1,1,-  ,-,Coffee GA,1787,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13071,Colquitt GA,102,"2,576",251,6330,"Colquitt County, Georgia",1,1,1,1,1,-  ,-,Colquitt GA,2372,5.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13073,Columbia GA,393,"5,505",393,5505,"Columbia County, Georgia",1,1,1,1,1,-  ,-,Columbia GA,10164,6.9%,102.90,250.60,N/A,5365,5-year 2018 American Community Survey,0
13075,Cook GA,29,969,217,7282,"Cook County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Cook GA,N/A,2.6%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13077,Coweta GA,315,"6,512",315,6512,"Coweta County, Georgia",1,1,1,1,1,-  ,-,Coweta GA,8147,5.8%,57.60,170.30,N/A,3405,5-year 2018 American Community Survey,0
13079,Crawford GA,17,649,245,9273,"Crawford County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13081,Crisp GA,47,"1,427",343,10343,"Crisp County, Georgia",-  ,1,-  ,1,1,-  ,-,Crisp GA,N/A,3.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13083,Dade GA,18,841,186,8852,"Dade County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Dade GA,N/A,2.1%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13085,Dawson GA,38,"1,165",219,6657,"Dawson County, Georgia",-  ,1,-  ,1,1,-  ,-,Dawson GA,N/A,2.9%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13087,Decatur GA,44,"1,841",190,8040,"Decatur County, Georgia",-  ,1,-  ,1,1,-  ,-,Decatur GA,N/A,2.7%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13089,DeKalb GA,"5,478","34,470","5,900",40551,"DeKalb County, Georgia",1,1,1,1,1,-  ,-,DeKalb GA,123635,16.6%,974.50,2627.80,6894,46867,5-year 2018 American Community Survey,0
13091,Dodge GA,25,"1,500",163,9867,"Dodge County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Dodge GA,N/A,1.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13093,Dooly GA,30,910,343,10343,"Dooly County, Georgia",-  ,1,-  ,1,1,-  ,-,Dooly GA,N/A,4.0%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13095,Dougherty GA,125,"5,000",162,6493,"Dougherty County, Georgia",1,1,1,1,1,-  ,-,Dougherty GA,2239,2.4%,12.60,39.20,N/A,895,5-year 2018 American Community Survey,0
13097,Douglas GA,392,"5,266",392,5266,"Douglas County, Georgia",1,1,1,1,1,-  ,-,Douglas GA,11891,8.4%,89.40,264.80,N/A,6280,5-year 2018 American Community Survey,0
13099,Early GA,17,724,190,8040,"Early County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13101,Echols GA,9,215,386,8966,"Echols County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Echols GA,N/A,7.2%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13103,Effingham GA,87,"2,988",228,7842,"Effingham County, Georgia",1,1,1,1,1,-  ,-,Effingham GA,1679,3.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13105,Elbert GA,57,"1,473",315,8181,"Elbert County, Georgia",1,1,-  ,-  ,1,-  ,-,Elbert GA,873,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13107,Emanuel GA,26,"1,559",163,9867,"Emanuel County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Emanuel GA,N/A,1.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13109,Evans GA,28,675,401,9782,"Evans County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Evans GA,N/A,4.5%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13111,Fannin GA,55,"1,242",409,9268,"Fannin County, Georgia",1,1,-  ,1,1,-  ,-,Fannin GA,1542,6.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13113,Fayette GA,528,"5,649",528,5649,"Fayette County, Georgia",1,1,1,1,1,-  ,-,Fayette GA,11389,10.2%,142.40,348.90,N/A,5563,5-year 2018 American Community Survey,0
13115,Floyd GA,176,"4,701",305,8134,"Floyd County, Georgia",1,1,1,1,1,-  ,-,Floyd GA,5574,5.8%,29.10,97.50,N/A,1584,5-year 2018 American Community Survey,0
13117,Forsyth GA,"2,085","14,281","2,085",14281,"Forsyth County, Georgia",1,1,1,1,1,-  ,-,Forsyth GA,36226,16.5%,542.10,1306.30,3334,15401,5-year 2018 American Community Survey,0
13119,Franklin GA,56,"1,323",340,8068,"Franklin County, Georgia",1,1,-  ,1,1,-  ,-,Franklin GA,1152,5.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13121,Fulton GA,"5,067","43,348","5,182",45004,"Fulton County, Georgia",1,1,1,1,1,-  ,-,Fulton GA,131216,12.8%,1882.20,4313.10,10545,50811,5-year 2018 American Community Survey,0
13123,Gilmer GA,66,"1,492",409,9268,"Gilmer County, Georgia",1,1,1,1,1,-  ,-,Gilmer GA,1853,6.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13125,Glascock GA,4,213,157,8891,"Glascock County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13127,Glynn GA,170,"3,790",308,6879,"Glynn County, Georgia",1,1,1,1,1,-  ,-,Glynn GA,4010,4.8%,24.80,74.70,N/A,1705,5-year 2018 American Community Survey,0
13129,Gordon GA,128,"2,901",409,9268,"Gordon County, Georgia",1,1,1,1,1,-  ,-,Gordon GA,3603,6.3%,17.70,60.10,N/A,N/A,5-year 2018 American Community Survey,0
13131,Grady GA,39,"1,656",190,8040,"Grady County, Georgia",-  ,1,1,1,1,-  ,-,Grady GA,1431,5.7%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13133,Greene GA,45,"1,170",315,8181,"Greene County, Georgia",-  ,1,-  ,1,1,-  ,-,Greene GA,N/A,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13135,Gwinnett GA,"7,959","34,135","7,959",34135,"Gwinnett County, Georgia",1,1,1,1,1,-  ,-,Gwinnett GA,227103,25.2%,1691.70,4941.10,21549,100261,5-year 2018 American Community Survey,0
13137,Habersham GA,108,"2,574",340,8068,"Habersham County, Georgia",1,1,1,1,1,-  ,-,Habersham GA,2242,5.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13139,Hall GA,"1,215","10,114","1,215",10114,"Hall County, Georgia",1,1,1,1,1,-  ,-,Hall GA,32377,16.5%,178.80,579.80,2034,8097,5-year 2018 American Community Survey,0
13141,Hancock GA,11,640,157,8891,"Hancock County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13143,Haralson GA,53,"1,407",305,8134,"Haralson County, Georgia",1,1,-  ,-  ,1,-  ,-,Haralson GA,1668,5.8%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13145,Harris GA,65,"1,955",343,10343,"Harris County, Georgia",1,1,-  ,1,1,-  ,-,Harris GA,1209,3.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13147,Hart GA,64,"1,509",340,8068,"Hart County, Georgia",1,1,-  ,1,1,-  ,-,Hart GA,1314,5.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13149,Heard GA,18,694,157,5930,"Heard County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Heard GA,N/A,1.9%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13151,Henry GA,537,"7,386",537,7386,"Henry County, Georgia",1,1,1,1,1,-  ,-,Henry GA,17041,7.7%,156.10,415.70,N/A,9185,5-year 2018 American Community Survey,0
13153,Houston GA,261,"5,771",283,6266,"Houston County, Georgia",1,1,1,1,1,-  ,-,Houston GA,7206,4.8%,64.40,162.40,N/A,3703,5-year 2018 American Community Survey,0
13155,Irwin GA,16,539,217,7282,"Irwin County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13157,Jackson GA,233,"4,092",499,8781,"Jackson County, Georgia",1,1,1,1,1,-  ,-,Jackson GA,4345,6.5%,21.20,69.30,N/A,1898,5-year 2018 American Community Survey,0
13159,Jasper GA,24,809,201,6740,"Jasper County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Jasper GA,N/A,2.0%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13161,Jeff Davis GA,38,920,401,9782,"Jeff Davis County, Georgia",-  ,1,-  ,1,1,-  ,-,Jeff Davis GA,N/A,4.6%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13163,Jefferson GA,20,"1,156",157,8891,"Jefferson County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Jefferson GA,N/A,2.4%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13165,Jenkins GA,10,569,157,8891,"Jenkins County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Jenkins GA,N/A,4.8%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13167,Johnson GA,11,691,163,9867,"Johnson County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13169,Jones GA,39,"1,465",245,9273,"Jones County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Jones GA,N/A,1.0%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13171,Lamar GA,21,934,175,7723,"Lamar County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Lamar GA,N/A,2.5%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13173,Lanier GA,23,538,386,8966,"Lanier County, Georgia",-  ,1,-  ,-  ,-  ,-  ,-,Lanier GA,N/A,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13175,Laurens GA,55,"3,345",163,9867,"Laurens County, Georgia",1,1,-  ,1,1,-  ,-,Laurens GA,885,1.9%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13177,Lee GA,37,"1,493",162,6493,"Lee County, Georgia",-  ,1,1,1,1,-  ,-,Lee GA,N/A,2.4%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13179,Liberty GA,220,"3,738",374,6368,"Liberty County, Georgia",1,1,1,1,1,-  ,-,Liberty GA,3881,5.7%,27.30,79.20,N/A,1903,5-year 2018 American Community Survey,0
13181,Lincoln GA,10,542,157,8891,"Lincoln County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13183,Long GA,50,853,374,6368,"Long County, Georgia",1,1,1,1,1,-  ,-,Long GA,886,5.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13185,Lowndes GA,181,"5,794",181,5794,"Lowndes County, Georgia",1,1,1,1,1,-  ,-,Lowndes GA,4495,3.9%,26.50,75.10,N/A,2192,5-year 2018 American Community Survey,0
13187,Lumpkin GA,51,"1,564",219,6657,"Lumpkin County, Georgia",1,1,1,1,1,-  ,-,Lumpkin GA,1154,3.6%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13189,McDuffie GA,26,"1,494",157,8891,"McDuffie County, Georgia",-  ,1,-  ,1,1,-  ,-,McDuffie GA,N/A,3.1%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13191,McIntosh GA,30,681,308,6879,"McIntosh County, Georgia",-  ,1,-  ,-  ,1,-  ,-,McIntosh GA,N/A,4.8%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13193,Macon GA,30,900,343,10343,"Macon County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Macon GA,N/A,1.9%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13195,Madison GA,79,"2,053",315,8181,"Madison County, Georgia",1,1,1,1,1,-  ,-,Madison GA,1218,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13197,Marion GA,18,538,343,10343,"Marion County, Georgia",-  ,-  ,-  ,-  ,1,-  ,1,Marion GA,N/A,5.2%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13199,Meriwether GA,34,"1,293",157,5930,"Meriwether County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Meriwether GA,N/A,3.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13201,Miller GA,10,402,190,8040,"Miller County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13205,Mitchell GA,37,"1,552",190,8040,"Mitchell County, Georgia",-  ,1,-  ,1,1,-  ,-,Mitchell GA,N/A,3.2%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13207,Monroe GA,36,"1,354",245,9273,"Monroe County, Georgia",-  ,1,-  ,1,1,-  ,-,Monroe GA,N/A,2.8%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13209,Montgomery GA,23,558,401,9782,"Montgomery County, Georgia",-  ,1,-  ,1,1,-  ,-,Montgomery GA,N/A,6.6%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13211,Morgan GA,31,"1,045",201,6740,"Morgan County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Morgan GA,N/A,2.4%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13213,Murray GA,92,"2,085",409,9268,"Murray County, Georgia",1,1,1,1,1,-  ,-,Murray GA,2590,6.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13215,Muscogee GA,548,"10,438",580,11057,"Muscogee County, Georgia",1,1,1,1,1,-  ,-,Muscogee GA,10191,5.2%,73.20,201.80,N/A,4997,5-year 2018 American Community Survey,0
13217,Newton GA,318,"4,262",589,7893,"Newton County, Georgia",1,1,1,1,1,-  ,-,Newton GA,8384,7.9%,64.00,189.10,N/A,5183,5-year 2018 American Community Survey,0
13219,Oconee GA,92,"2,397",315,8181,"Oconee County, Georgia",1,1,1,1,1,-  ,-,Oconee GA,1422,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13221,Oglethorpe GA,42,"1,088",315,8181,"Oglethorpe County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Oglethorpe GA,N/A,4.2%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13223,Paulding GA,235,"5,579",235,5579,"Paulding County, Georgia",1,1,1,1,1,-  ,-,Paulding GA,8147,5.2%,67.50,199.30,N/A,4166,5-year 2018 American Community Survey,0
13225,Peach GA,37,"1,419",245,9273,"Peach County, Georgia",-  ,1,1,1,1,-  ,-,Peach GA,1505,5.6%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13227,Pickens GA,68,"1,548",409,9268,"Pickens County, Georgia",1,1,-  ,1,1,-  ,-,Pickens GA,1922,6.3%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13229,Pierce GA,43,995,386,8966,"Pierce County, Georgia",-  ,1,-  ,1,1,-  ,-,Pierce GA,N/A,2.6%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13231,Pike GA,21,911,175,7723,"Pike County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Pike GA,N/A,1.5%,N/A,N/A,N/A,N/A,U.S. Census Bureau,0
13233,Polk GA,76,"2,025",305,8134,"Polk County, Georgia",1,1,1,1,1,-  ,-,Polk GA,2401,5.8%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13235,Pulaski GA,22,495,283,6266,"Pulaski County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Pulaski GA,N/A,4.8%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13237,Putnam GA,29,"1,085",245,9273,"Putnam County, Georgia",-  ,1,-  ,1,1,-  ,-,Putnam GA,N/A,2.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13239,Quitman GA,5,155,343,10343,"Quitman County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13241,Rabun GA,28,852,219,6657,"Rabun County, Georgia",-  ,1,-  ,1,1,-  ,-,Rabun GA,N/A,3.6%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13243,Randolph GA,15,465,343,10343,"Randolph County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13245,Richmond GA,329,"9,266",329,9266,"Richmond County, Georgia",1,1,1,1,1,-  ,-,Richmond GA,7315,3.6%,42.80,128.00,N/A,3703,5-year 2018 American Community Survey,0
13247,Rockdale GA,271,"3,631",589,7893,"Rockdale County, Georgia",1,1,1,1,1,-  ,-,Rockdale GA,7142,7.9%,54.50,161.10,N/A,4415,5-year 2018 American Community Survey,0
13249,Schley GA,10,310,343,10343,"Schley County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13251,Screven GA,24,831,228,7842,"Screven County, Georgia",-  ,1,-  ,-  ,1,-  ,-,Screven GA,N/A,3.0%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13253,Seminole GA,14,579,190,8040,"Seminole County, Georgia",-  ,-  ,-  ,-  ,-  ,-  ,-,,N/A,N/A,N/A,N/A,N/A,N/A,,1
13255,Spalding GA,74,"3,275",175,7723,"Spalding County, Georgia",1,1,1,1,1,-  ,-,Spalding GA,1710,2.7%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
13257,Stephens GA,66,"1,565",340,8068,"Stephens County, Georgia",1,1,-  ,1,1,-  ,-,Stephens GA,1363,5.1%,N/A,N/A,N/A,N/A,5-year 2018 American Community Survey,0
